workload,physical_nodes,inference_replicas,frontend_nodes,source_kind,source_run,raw_valid,raw_steady,quality_note,cc_per_replica,total_cc,warmup_seconds,measurement_seconds,completed_tasks,output_tokens,output_tokens_s,tasks_min,per_replica_tokens_s,prompt_reuse_pct,ttft_p95_s,task_mean_s,task_p50_s,task_p95_s,queue_mean_s,queue_p95_s,token_half_change_pct,task_half_change_pct,reuse_half_change_pp,stability_checks_pass,tool_calls,native_tool_errors,new_tool_errors,recovered_tool_errors,drain_seconds,new_tool_error_pct,native_tool_error_pct,execution_setup_s,execution_llm_only_s,execution_tool_only_s,execution_llm_tool_overlap_s,execution_other_and_cleanup_s,kv_cache_pct,waiting_mean,running_mean,inference_cpu_pct,inference_iowait_pct,frontend_cpu_pct,frontend_iowait_pct,gpu_busy_pct,gpu_memory_gib,inference_gpu_joules_per_output_token,replica_cv_pct,token_speedup,token_efficiency_pct,task_speedup,task_efficiency_pct,sif_images_per_frontend,sif_stage_max_s
openclaw,2,1,1,measured,runs/scaling/multinode/openclaw-balanced-n1-7608115.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,True,True,passed,16,16,600,3600.0,366,1560904,433.58444444444444,6.1000000000000005,433.58444444444444,93.94768856664717,1.0323064474039712,156.9456024838356,89.15187070053071,522.1099162295577,0.005964788494419906,6.728491280227902e-06,2.6670037926675096,5.617977528089887,0.10622902577938076,True,5080,375,41,20,407.92352199554443,0.8070866141732284,7.381889763779528,10.539764786885245,135.19660712841528,6.580647863387979,3.8973074919082e-15,4.6285827051470445,33.44436597676273,0.008635097493036212,13.504735376044568,9.548900636013723,0.0002716006819320017,3.203142151436229,8.689830688080509e-05,99.20118384401114,37.952140412822075,2.3906755391356214,0.0,1.0,100.0,1.0,100.0,,
openclaw,4,2,2,measured,runs/scaling/multinode/openclaw-balanced-n2-7616564.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,False,False,frontend sampling gap; main counts checked,16,32,600,3600.0,767,3128535,869.0375,12.783333333333333,434.51875,93.89497729992127,0.9796848544268859,149.29759032364828,88.18023087712936,483.77192431178383,0.004975593096252143,6.522051990032196e-06,0.5838045392571742,8.991825613079019,0.2191921914167172,True,10367,737,38,45,430.8333110809326,0.36654769943088644,7.10909617054114,10.623738713168187,127.5101755958279,6.462531233376787,4.298459314115861e-15,4.701144781275385,33.1565469949022,0.008497141140796196,13.376389556141444,9.51424059201933,0.0003233364143253473,3.322712603184051,0.0007290160579632488,99.14121570203291,37.87596204457138,2.329192951377461,0.3548945432926251,2.0043096820816655,100.21548410408327,2.0956284153005464,104.78142076502732,,
openclaw,8,4,4,theoretical,,,,NOT MEASURED: N=1 throughput multiplied by N,16,64,,,,,1734.3377777777778,24.400000000000002,433.58444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,100.0,4.0,100.0,,
openclaw,16,8,8,measured,runs/scaling/multinode/openclaw-balanced-n8-7618907.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,True,True,passed,16,128,600,3600.0,3085,12638470,3510.686111111111,51.416666666666664,438.8357638888889,93.99047778178856,0.997645280417054,146.99380304883098,87.15000760788098,483.20987261789844,0.005595290964196403,7.163966074585915e-06,0.47150628148795554,2.827087442472058,0.24259474635834888,True,41754,3273,397,183,429.7301490306854,0.9508071083010011,7.838769938209513,10.55225688330632,125.6621179649919,6.232582298217175,3.956928427993037e-15,4.546845902315587,33.082603096232596,0.010445556800903463,13.403795969094237,9.544713838969988,0.0004531004419516106,3.341487698674859,0.00015126728973482675,99.15502594571757,37.9435591431618,2.3034921237600114,0.8963628548326306,8.096891288637867,101.21114110797333,8.42896174863388,105.3620218579235,,
openclaw,32,16,16,measured,runs/scaling/multinode/openclaw-balanced-n16-7618908.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,True,True,passed,16,256,600,3600.0,6167,25300051,7027.791944444444,102.78333333333333,439.23699652777776,93.95685377084949,0.9955462571349927,147.1356945307115,87.45237704413012,481.81405565180177,0.005626340680914572,7.173977792263031e-06,0.13606852075616474,1.0104302477183833,0.07177096091598445,True,83671,6776,1026,341,565.3017902374268,1.2262313107289264,8.098385342591818,10.53543963580347,125.80397610815632,6.233508565266739,4.195336041165015e-15,4.56277022148498,33.4105497890104,0.009193001061058999,13.407454831503197,9.543762170865245,0.0003449368489105601,3.351550171739399,0.0001355714231469159,99.15839069782116,37.94069395004456,2.280535998821338,0.9104871598200499,16.20858874088349,101.3036796305218,16.84972677595628,105.31079234972675,,
minisweagent,2,1,1,measured,runs/scaling/multinode/minisweagent-balanced-n1-7608115.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,True,True,passed,32,32,1800,5400.0,236,3899533,722.1357407407407,2.6222222222222222,722.1357407407407,95.62109744487783,0.7068478869739917,712.2586098448966,598.609615925001,1615.056497282174,0.01843605221864946,8.716946467757225e-06,0.9538204350192114,1.7094017094017095,0.03918584902855571,True,20937,2211,56,224,877.3598840236664,0.2674690738883317,10.560252185126808,4.497934144067797,617.0381269364406,88.16762956779661,1.9028093601711157e-14,2.5549191965914546,44.622401066212035,0.07225111441307577,27.218424962852897,9.420343402162317,0.0008818090789123487,10.607032551303154,0.0027668478049243466,97.16386515601783,37.93384850149169,1.5452481900548878,0.0,1.0,100.0,1.0,100.0,61,0.008501222124323249
minisweagent,4,2,2,measured,runs/scaling/multinode/minisweagent-balanced-n2-7619132.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,True,True,passed,32,64,1800,5400.0,456,7676523,1421.5783333333334,5.066666666666666,710.7891666666667,95.30658557708219,0.8804915017914018,734.111589400351,613.8715325855883,1633.5465957866982,0.025605626632189037,9.116949513554573e-06,2.119450354698628,8.21917808219178,0.24789492790988632,True,41393,4385,118,452,949.5344212055206,0.28507235522914504,10.593578624405092,4.496186813596491,636.6666701008771,90.39327993859648,2.49313240617579e-14,2.5554525472807748,45.259762836224645,0.10714199025569576,27.170642964789554,9.42109563532929,0.0006111905023052421,10.608378426938993,0.0010248746800186148,97.23947722800713,37.84694961982783,1.5844701124232772,1.5605632914797491,1.9685749550010219,98.42874775005109,1.9322033898305084,96.61016949152543,61,73.76204883796163
minisweagent,8,4,4,theoretical,,,,NOT MEASURED: N=1 throughput multiplied by N,32,128,,,,,2888.542962962963,10.488888888888889,722.1357407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,100.0,4.0,100.0,,
minisweagent,16,8,8,measured,runs/scaling/multinode/minisweagent-balanced-n8-7619134.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,True,True,passed,32,256,1800,5400.0,1826,30778820,5699.781481481482,20.288888888888888,712.4726851851852,95.44795603769293,0.8459855196648278,732.359269622039,610.4840932474472,1710.694419211126,0.024012466198235327,9.116949513554573e-06,0.15413005634142463,0.0,0.03267807001873235,True,165464,17421,470,1884,925.9436392784119,0.2840497026543538,10.52857419136489,4.499036365826944,636.2856876270537,88.98295835049286,2.1075024407868032e-14,2.5915872786656267,45.170496180962076,0.09746403808846632,27.14749562824483,9.421919278307392,0.0009884848875857844,10.773873439566113,0.002810933941455778,97.19721822600292,37.888336902346126,1.509201637815055,0.9925425426981808,7.892950258402737,98.66187823003422,7.73728813559322,96.71610169491525,61,74.19206463592127
minisweagent,32,16,16,measured,runs/scaling/multinode/minisweagent-balanced-n16-7619136.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,True,True,passed,32,512,1800,5400.0,3674,61812986,11446.84925925926,40.82222222222222,715.4280787037037,95.585092667678,0.7702535586431619,729.9083215663387,606.427250857465,1695.3186135682383,0.022773289389841973,8.686212822794914e-06,0.27264488120544583,2.0902090209020905,0.10573749476520122,True,332283,35266,1021,3731,962.9313724040985,0.3072682021048323,10.613242326571026,4.4920319510070765,634.0008946600436,88.85246500217742,2.1451660383916796e-14,2.562929953110586,44.91973669685554,0.0928963347148855,27.170903938768312,9.4185787699436,0.0005996947360844769,10.761922364914835,0.0027717586825862692,97.21427811486225,37.86542530359369,1.4854732178370524,0.7720276976807775,15.851381691089676,99.07113556931047,15.567796610169491,97.29872881355932,61,74.35320045705885
