cc,task_id,trace_id,cycle,admission_phase,in_admission_cohort,completed_in_window,finished_after_window,lifecycle_s,setup_s,replay_s,cleanup_s,llm_only_s,tool_only_s,overlap_s,replay_gaps_s,llm_calls,output_tokens
1,00001,872bfbb1-9ccf-49f6-8c5f-aa22818ccd66,1,warmup,False,False,False,54.33435246208683,19.915767,29.376821,5.0417644620868245,23.64280390739441,5.731531143188477,0.0,0.002485990524291992,12,2510
1,00002,0bb3b44a-ede5-4db5-a520-4e844b0079c5,1,warmup,False,True,False,86.84746673807967,11.933545,69.855061,5.058860738079673,65.37995982170105,4.472943067550659,0.0,0.0021581649780273438,10,10273
1,00003,023e9d44-96ae-4eed-b912-244ee8c3b994,1,measurement,True,True,False,111.59616827906575,12.551141,94.747912,4.29711527906575,87.61849665641785,7.126474857330322,0.0,0.0029404163360595703,15,13505
1,00004,6b078778-0b90-464d-83f6-59511c811b01,1,measurement,True,True,False,22.742632120964117,11.832774,6.629165,4.280693120964116,4.736963987350464,1.8913800716400146,0.0,0.0008208751678466797,4,591
1,00005,ecbc4f94-95a3-4cc7-b255-6741a458a625,1,measurement,True,True,False,32.00015144806821,11.65937,16.069685,4.27109644806821,13.41061019897461,2.657766103744507,0.0,0.0013086795806884766,8,1729
1,00006,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,1,measurement,True,True,False,26.845071304007433,11.709001,10.864873,4.271197304007433,7.719715118408203,3.144263982772827,0.0,0.0008938312530517578,6,1023
1,00007,7b5377b0-3f38-4103-8ad2-90fe89864c04,1,measurement,True,True,False,27.09056755003985,11.431338,11.411443,4.24778655003985,10.073310136795044,1.3375201225280762,0.0,0.0006127357482910156,3,1565
1,00008,9d191bce-651d-4746-be2d-7ef8ecadb9c2,1,measurement,True,True,False,20.491947325062938,10.94084,5.392179,4.158928325062939,3.4448001384735107,1.9466090202331543,0.0,0.0007698535919189453,4,445
1,00009,b7f857e4-d8aa-4387-af2a-0e844df5b9d8,1,measurement,True,True,False,51.61068736400921,10.217496,37.27247,4.1207213640092135,29.39388084411621,7.875784397125244,0.0,0.0028047561645507812,15,4525
1,00010,384d0dd8-e8a4-4cfe-963c-d37f256e7662,1,measurement,True,True,False,173.49368853401393,10.325029,158.835218,4.333441534013929,106.98998522758484,51.82379078865051,0.0,0.021441936492919922,106,11961
1,00011,e8cb5b03-41e0-4086-99e5-f6806cd97211,1,measurement,True,True,False,26.841801583999768,10.354023,12.294945,4.19283358399977,8.156798839569092,4.13724684715271,0.0,0.0008993148803710938,5,1106
1,00012,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,1,measurement,True,True,False,20.35012772702612,11.886841,6.028314,2.4349727270261194,4.058215141296387,1.9693927764892578,0.0,0.0007061958312988281,4,559
1,00013,42576abe-0deb-4869-8c63-225c2d75a95a,1,measurement,True,True,False,21.20593023998663,10.023891,7.008715,4.173324239986628,6.802098989486694,0.20619797706604004,0.0,0.00041794776916503906,3,1092
1,00014,48eb8242-1099-4c26-95d4-ef22b002457a,1,measurement,True,True,False,68.04918018099852,10.306786,53.514365,4.228029180998519,44.02453088760376,9.486202716827393,0.0,0.0036313533782958984,19,6258
1,00015,8b3379c0-0981-4f5b-8407-6444610cb212,1,measurement,True,True,False,49.80413792503532,10.274447,35.009858,4.519832925035317,22.384164571762085,12.620889902114868,0.0,0.00480341911315918,25,2506
1,00016,7dd30055-0198-452e-8c25-f73dbe27dcb8,1,measurement,True,True,False,38.23250130994711,10.566774,22.930819,4.734908309947109,16.913065195083618,6.01601505279541,0.0,0.0017387866973876953,10,2403
1,00017,87c610df-bef7-4932-b950-1d83ef4e282b,1,measurement,True,True,False,29.65121585992165,10.275241,14.898446,4.477528859921648,11.560464143753052,3.3365490436553955,0.0,0.0014328956604003906,7,1515
1,00018,c8b7e059-c60d-472e-ad64-3b04ae1166dc,1,measurement,True,True,False,65.29966445697937,10.286161,50.696218,4.31728545697937,32.12463450431824,18.564103364944458,0.0,0.007480144500732422,40,3223
1,00019,7619a514-5fa8-43ef-9143-83b66a43d7a4,1,measurement,True,True,False,34.77294600906316,10.34128,20.060523,4.371143009063164,13.436893224716187,6.621370792388916,0.0,0.0022590160369873047,12,1681
1,00020,708b99c5-e4a7-49cb-a5cf-933c8d46470d,1,measurement,True,True,False,31.26886341406498,10.382957,16.581407,4.304499414064985,11.607916831970215,4.971287965774536,0.0,0.002202272415161133,12,1493
1,00021,67e8878b-5cef-4375-804e-e6291fdbe78a,1,measurement,True,True,False,37.866200224962085,10.298594,23.31363,4.253976224962084,22.868505001068115,0.4439890384674072,0.0,0.0011360645294189453,7,3766
1,00022,65da0822-a48a-4a68-bbad-8ed1b835a834,1,measurement,True,True,False,36.392758117988706,10.230948,21.850123,4.311687117988708,15.61372423171997,6.234744071960449,0.0,0.0016546249389648438,10,2249
1,00023,cabe07ed-9eca-40ea-8ead-410ef5e83f91,1,measurement,True,True,False,28.815269638085738,10.288428,14.168354,4.358487638085737,9.150306940078735,5.016283988952637,0.0,0.0017631053924560547,9,1161
1,00024,c61d22de-5f6c-4958-a7f6-5e9707bd3466,1,measurement,True,True,False,27.285916385939345,10.32639,12.712155,4.247371385939346,11.017026662826538,1.6939938068389893,0.0,0.001134634017944336,6,1358
1,00025,b9763138-c053-4832-9f55-86200cb1f99c,1,measurement,True,True,False,23.97108675201889,10.204301,9.40362,4.363165752018892,8.298537015914917,1.1044819355010986,0.0,0.0006010532379150391,3,1246
1,00026,bfcd99e1-0690-4b53-a85c-0174a8629083,1,measurement,True,True,False,36.43338482500985,10.26218,21.943171,4.228033825009852,20.034902095794678,1.9071359634399414,0.0,0.001132965087890625,7,3270
1,00027,32102e3e-d12a-4209-9163-7b3a104efe5d,1,measurement,True,True,False,20.593316818936728,10.280819,6.111481,4.201016818936728,5.274282932281494,0.8367619514465332,0.0,0.0004360675811767578,3,814
1,00028,0a65cb96-cb6e-4a6a-8aae-c1084f613456,1,measurement,True,True,False,42.94655474089086,16.650223,21.609127,4.687204740890859,16.87556505203247,4.731493711471558,0.0,0.0020682811737060547,11,2259
1,00029,305ac316-eef6-4446-960a-92d80d542f82,1,measurement,True,True,False,23.847680534003302,10.436535,8.639876,4.771269534003304,5.487818956375122,3.1508631706237793,0.0,0.0011937618255615234,6,635
1,00030,50f58759-7bd6-406f-9b0d-5692beb2a926,1,measurement,True,True,False,50.92710032197647,10.601806,35.601567,4.723727321976469,27.42328691482544,8.173039197921753,0.0,0.005240917205810547,27,3281
1,00031,9b54f9d9-35ee-4a14-b62f-d130ea00317f,1,measurement,True,True,False,146.82018699799664,10.410563,131.761353,4.648270997996633,130.98836302757263,0.7716360092163086,0.0,0.0013539791107177734,8,21744
1,00032,4b6bb5f7-f634-410e-815d-e673ab7f8632,1,measurement,True,True,False,24.484175052959472,10.556804,9.060085,4.8672860529594715,6.628353118896484,2.4304118156433105,0.0,0.0013201236724853516,7,712
1,00033,0ff53813-3367-4f43-bcbd-3fd725c1bf4b,1,measurement,True,True,False,35.43273198103998,10.472106,20.054225,4.90640098103998,11.037483930587769,9.01542329788208,0.0,0.001317739486694336,7,1344
1,00034,983bba7c-c092-455f-b6c9-7857003d48fc,1,measurement,True,True,False,66.84534017194528,10.708677,50.965259,5.171404171945277,41.46578764915466,9.493717432022095,0.0,0.005753993988037109,30,5164
1,00035,bec74516-02fc-48dc-b202-55e78d0e17cf,1,measurement,True,True,False,43.92331297195051,10.465214,28.504515,4.953583971950504,26.632578372955322,1.869659185409546,0.0,0.002277374267578125,15,3512
1,00036,ebbc1f13-d24d-40df-9068-adcf735b4240,1,measurement,True,True,False,81.06474580406211,10.409097,65.791362,4.864286804062104,48.154953956604004,17.628180503845215,0.0,0.00822758674621582,40,6724
1,00037,b415aba4-4b68-4fc6-9b89-2c812e55a3e1,1,measurement,True,True,False,39.60927361797076,10.743095,23.991267,4.874911617970756,15.835791826248169,8.15374493598938,0.0,0.001730203628540039,7,2240
1,00038,08f3a05f-5947-4089-a4c4-d4bcfaa6b7a0,1,measurement,True,True,False,24.22326041397173,10.498882,8.742736,4.981642413971729,8.288877964019775,0.4528977870941162,0.0,0.0009603500366210938,4,1331
1,00039,56137764-b4e0-45b8-9c52-1866420c3df5,1,measurement,True,True,False,56.19261892908253,10.65645,40.609315,4.926853929082526,31.124188899993896,9.481406688690186,0.0,0.003719329833984375,18,4111
1,00040,f46b4380-207e-4434-820b-f32ce04ae2a4,1,measurement,True,True,False,28.985765172052197,10.679795,13.300136,5.005834172052198,11.282334089279175,2.016695022583008,0.0,0.0011069774627685547,5,1609
1,00041,851e570a-e3de-4d84-bcfa-cc85578baa59,1,measurement,True,True,False,29.754472428932786,10.619816,14.264282,4.870374428932786,12.721539974212646,1.5417559146881104,0.0,0.0009860992431640625,5,1979
1,00042,f3917a3d-1d17-4ee2-90c5-683b072218fe,1,measurement,True,False,True,63.579362750053406,10.940533,47.972099,4.666730750053404,41.79716491699219,6.171635150909424,0.0,0.0032989978790283203,18,5777
2,00001,872bfbb1-9ccf-49f6-8c5f-aa22818ccd66,1,warmup,False,False,False,47.43533339793794,10.953801,31.566024,4.915508397937941,26.153414249420166,5.410284042358398,0.0,0.002325773239135742,12,2510
2,00002,0bb3b44a-ede5-4db5-a520-4e844b0079c5,1,warmup,False,False,False,103.00039713503793,10.98541,87.125941,4.88904613503793,82.76786422729492,4.356157302856445,0.0,0.0019195079803466797,10,10273
2,00003,023e9d44-96ae-4eed-b912-244ee8c3b994,1,warmup,False,True,False,123.18934652896132,10.355002,107.975146,4.859198528961329,100.87703204154968,7.09455132484436,0.0,0.0035626888275146484,15,13505
2,00004,6b078778-0b90-464d-83f6-59511c811b01,1,warmup,False,True,False,23.034097310970537,10.382911,7.636009,5.015177310970538,5.760403156280518,1.8747661113739014,0.0,0.0008397102355957031,4,591
2,00005,ecbc4f94-95a3-4cc7-b255-6741a458a625,1,measurement,True,True,False,37.73454499896616,10.301139,22.509028,4.924377998966158,16.64678382873535,5.860808849334717,0.0,0.0014352798461914062,8,1729
2,00006,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,1,measurement,True,True,False,27.607411797973327,10.629495,11.91801,5.059906797973328,8.749494075775146,3.167275905609131,0.0,0.0012400150299072266,6,1023
